utc_now_ticks; elapsed; selected
636954262455132982; 16623; 1719
636954262498574141; 20967; 1921
636954262521853442; 23295; 3525
636954262537843805; 24894; 3995
636954262572399437; 28350; 6409
636954262593511338; 30461; 6501
636954262610158960; 32126; 6839
636954262619274654; 33037; 7016
636954262633359363; 34445; 8990
636954262644370340; 35547; 9076
