utc_now_ticks; elapsed; selected
636971658048630034; 6025; 1719
636971658078947252; 9056; 1921
636971658154710209; 16633; 3525
636971658174015356; 18563; 3995
636971658205001462; 21662; 6409
636971658216905073; 22852; 6501
636971658230106622; 24172; 6839
636971658250652104; 26227; 7016
636971658266412440; 27803; 8990
636971658281196557; 29281; 9076
