utc_now_ticks; elapsed; selected
637000110922528667; 5669; 1921
637000110964400116; 9856; 1719
637000111014281342; 14844; 3525
637000111026285019; 16044; 3995
637000111082467759; 21662; 6409
637000111096134286; 23030; 6501
637000111110669171; 24483; 6839
637000111144753611; 27892; 7016
637000111158989980; 29314; 8990
637000111172200900; 30636; 9076
