utc_now_ticks; elapsed; selected
636967241915606347; 12868; 1719
636967241939804984; 15288; 1921
636967241968130995; 18120; 3995
636967241985225170; 19830; 3525
636967242025991989; 23907; 6409
636967242041098564; 25418; 6501
636967242052088527; 26516; 6839
636967242065866064; 27894; 7016
636967242075639604; 28871; 8990
636967242084070762; 29715; 9076
