utc_now_ticks; elapsed; selected
636965458334414040; 12854; 1719
636965458379514627; 17364; 1921
636965458440711658; 23484; 3525
636965458457484588; 25161; 3995
636965458548887859; 34302; 6409
636965458569956951; 36408; 6501
636965458586437539; 38056; 6839
636965458607391522; 40152; 7016
636965458627743151; 42187; 8990
636965458640736819; 43487; 9076
