utc_now_ticks; elapsed; selected
637018336930096246; 1626; 9076
637018336936000447; 2216; 8990
637018337005620495; 9178; 1719
637018337013171709; 9933; 1921
637018337042943743; 12910; 3525
637018337057925065; 14409; 3995
637018337069704938; 15586; 6409
637018337082594654; 16876; 6501
637018337094011662; 18017; 6839
637018337103909049; 19007; 7016
