utc_now_ticks; elapsed; selected
636999356534020415; 23307; 1719
636999356548129307; 24717; 1921
636999356588659319; 28771; 3525
636999356597106722; 29615; 3995
636999356632310457; 33136; 6409
636999356640752821; 33979; 6501
636999356647864131; 34690; 6839
636999356660078458; 35912; 7016
636999356668745766; 36779; 8990
636999356676964277; 37600; 9076
