utc_now_ticks; elapsed; selected
636960477786974251; 4847; 1719
636960477828180044; 8968; 1921
636960477843175967; 10467; 3525
636960477868719269; 13022; 3995
636960477932129514; 19363; 6409
636960477945254559; 20675; 6501
636960477959904277; 22140; 6839
636960477978555551; 24006; 7016
636960477987335483; 24883; 8990
636960477995448862; 25695; 9076
