utc_now_ticks; elapsed; selected
636965378336462274; 5059; 1921
636965378422645182; 13677; 3525
636965378441753887; 15588; 3995
636965378503613333; 21774; 6409
636965378522153578; 23628; 6839
636965378576139164; 29027; 7016
636965378595467679; 30960; 8990
636965378608353377; 32248; 9076
636965378629319181; 34344; 6501
636965378636659555; 35078; 1719
