utc_now_ticks; elapsed; selected
637014872112618402; 2771; 9076
637014872131716985; 4681; 8990
637014872165590351; 8069; 7016
637014872334296117; 24939; 6839
637014872342181414; 25728; 6409
637014872356631679; 27173; 6501
637014872394047134; 30914; 3995
637014872405711413; 32080; 3525
637014872423918439; 33901; 1921
637014872433915452; 34902; 1719
