utc_now_ticks; elapsed; selected
636990654873825359; 5870; 1719
636990654884813506; 6969; 1921
636990654932337908; 11721; 3525
636990654946344637; 13122; 3995
636990654979324370; 16419; 6409
636990654993209177; 17808; 6501
636990655008541134; 19341; 6839
636990655018523638; 20340; 7016
636990655027408076; 21227; 8990
636990655034439255; 21930; 9076
