utc_now_ticks; elapsed; selected
636953484438096304; 4277; 1719
636953484448020287; 5269; 1921
636953484472780725; 7745; 3525
636953484486777286; 9144; 3995
636953484515192701; 11986; 6409
636953484523549627; 12821; 6501
636953484538649980; 14331; 6839
636953484546746026; 15142; 7016
636953484554523548; 15919; 8990
636953484561185727; 16585; 9076
