utc_now_ticks; elapsed; selected
636970716777840642; 11574; 1719
636970716826293608; 16418; 1921
636970716879791436; 21768; 3525
636970716896024781; 23392; 3995
636970716954430845; 29232; 6409
636970716972640260; 31053; 6501
636970716996561239; 33445; 6839
636970717016852567; 35474; 7016
636970717027619363; 36551; 8990
636970717037283524; 37517; 9076
