utc_now_ticks; elapsed; selected
636990538992627082; 8879; 1719
636990539033042746; 12921; 1921
636990539103338858; 19951; 3525
636990539118907596; 21507; 3995
636990539169541493; 26571; 6409
636990539186418746; 28259; 6501
636990539213628315; 30980; 6839
636990539223070946; 31923; 7016
636990539233288841; 32945; 8990
636990539241505708; 33767; 9076
