utc_now_ticks; elapsed; selected
636954311600227370; 6981; 1719
636954311617073419; 8665; 1921
636954311656645654; 12622; 3525
636954311677522260; 14710; 3995
636954311707614309; 17719; 6409
636954311716398053; 18597; 6501
636954311729722405; 19930; 6839
636954311742235729; 21182; 7016
636954311751042080; 22062; 8990
636954311759268032; 22884; 9076
