utc_now_ticks; elapsed; selected
636998463373722356; 5204; 1719
636998463387151434; 6547; 1921
636998463430914741; 10923; 3525
636998463448578232; 12690; 3995
636998463484780690; 16310; 6409
636998463500771831; 17909; 6501
636998463525645028; 20397; 6839
636998463544104395; 22242; 7016
636998463554417650; 23274; 8990
636998463567853008; 24618; 9076
