utc_now_ticks; elapsed; selected
636966502051950944; 4494; 1719
636966502061702396; 5469; 1921
636966502101355458; 9435; 3525
636966502110797798; 10378; 3995
636966502128580070; 12157; 6501
636966502142566142; 13555; 6839
636966502151113286; 14410; 6409
636966502171662859; 16465; 7016
636966502184414246; 17740; 8990
636966502191535204; 18452; 9076
