utc_now_ticks; elapsed; selected
636991476330525645; 4649; 1719
636991476348387867; 6436; 1921
636991476396706508; 11267; 3525
636991476412141402; 12811; 3995
636991476447787174; 16376; 6409
636991476457350230; 17331; 6501
636991476469895529; 18586; 6839
636991476482334001; 19830; 7016
636991476488775254; 20474; 8990
636991476495211491; 21118; 9076
