utc_now_ticks; elapsed; selected
636959473193096323; 3148; 1719
636959473243747989; 8213; 1921
636959473302047563; 14043; 3525
636959473323708770; 16209; 3995
636959473372245007; 21062; 6409
636959473393119287; 23150; 6501
636959473411224521; 24960; 6839
636959473437880382; 27626; 7016
636959473458432345; 29681; 8990
636959473468067823; 30645; 9076
