utc_now_ticks; elapsed; selected
636954380281322602; 5181; 1719
636954380323084353; 9357; 1921
636954380346832072; 11732; 3525
636954380354280538; 12477; 3995
636954380406589734; 17708; 6409
636954380418666652; 18915; 6501
636954380428585784; 19907; 6839
636954380448583919; 21907; 7016
636954380460024587; 23051; 8990
636954380471687758; 24217; 9076
