utc_now_ticks; elapsed; selected
637014893997917265; 4934; 1921
637014894033037110; 8446; 3525
637014894052076600; 10349; 1719
637014894084466155; 13589; 3995
637014894125209384; 17663; 6409
637014894138980958; 19040; 6501
637014894152646211; 20407; 6839
637014894166532064; 21796; 7016
637014894175184536; 22660; 8990
637014894182524956; 23395; 9076
