utc_now_ticks; elapsed; selected
636954345565741767; 6399; 1719
636954345580964202; 7921; 1921
636954345622737067; 12099; 3525
636954345642739341; 14099; 3995
636954345665060817; 16331; 6409
636954345681275397; 17953; 6501
636954345712018018; 21027; 6839
636954345735029428; 23328; 7016
636954345746456790; 24470; 8990
636954345757235502; 25549; 9076
