utc_now_ticks; elapsed; selected
637018362390004913; 4348; 9076
637018362412883341; 6636; 8990
637018362443090847; 9656; 7016
637018362462970012; 11645; 6501
637018362492292797; 14576; 6839
637018362507731534; 16120; 6409
637018362529715432; 18319; 3995
637018362539499685; 19297; 3525
637018362552380316; 20585; 1921
637018362562373562; 21585; 1719
