utc_now_ticks; elapsed; selected
636954231158518172; 7279; 1719
636954231189074930; 10334; 1921
636954231246378175; 16064; 3525
636954231256818758; 17109; 3995
636954231346993606; 26126; 6409
636954231362217508; 27649; 6501
636954231375763770; 29004; 6839
636954231388744895; 30301; 7016
636954231402509976; 31678; 8990
636954231411199275; 32547; 9076
