utc_now_ticks; elapsed; selected
636953360466286430; 5748; 1719
636953360497820245; 8901; 1921
636953360540243595; 13143; 3525
636953360551578379; 14276; 3995
636953360586999407; 17818; 6501
636953360601888761; 19307; 6409
636953360634188103; 22537; 6839
636953360643647959; 23483; 7016
636953360656638386; 24783; 8990
636953360668417487; 25960; 9076
