utc_now_ticks; elapsed; selected
636958711373265391; 7237; 1719
636958711383794296; 8290; 1921
636958711431902847; 13100; 3525
636958711444673290; 14377; 3995
636958711499400365; 19851; 6409
636958711509299459; 20840; 6501
636958711535738573; 23484; 6839
636958711548950724; 24806; 7016
636958711559387878; 25849; 8990
636958711570818738; 26992; 9076
