utc_now_ticks; elapsed; selected
636952662639539347; 5827; 1719
636952662654955120; 7369; 3995
636952662696172939; 11491; 1921
636952662738028709; 15677; 3525
636952662764250784; 18299; 6409
636952662773914942; 19265; 6501
636952662800779747; 21952; 6839
636952662823788296; 24252; 7016
636952662843458109; 26220; 8990
636952662854733127; 27347; 9076
