utc_now_ticks; elapsed; selected
636990571803870702; 5158; 1719
636990571811647183; 5935; 1921
636990571857179105; 10489; 3525
636990571868289155; 11599; 3995
636990571929603526; 17731; 6409
636990571941129114; 18884; 6501
636990571953809169; 20151; 6839
636990571971348265; 21905; 7016
636990571978115444; 22582; 8990
636990571985794887; 23350; 9076
