utc_now_ticks; elapsed; selected
636959607824162880; 3171; 3525
636959607860246605; 6779; 1719
636959607877014954; 8456; 1921
636959607921222870; 12877; 3995
636959607964649312; 17220; 6409
636959607978410433; 18596; 6501
636959607994626798; 20218; 6839
636959608008513484; 21606; 7016
636959608016395698; 22395; 8990
636959608024174891; 23172; 9076
