utc_now_ticks; elapsed; selected
636960307427237587; 5449; 1719
636960307450638418; 7790; 1921
636960307500074265; 12733; 3525
636960307516727645; 14398; 3995
636960307552268215; 17952; 6409
636960307565706718; 19296; 6501
636960307578262184; 20552; 6839
636960307588015270; 21527; 7016
636960307601788291; 22904; 8990
636960307609462916; 23672; 9076
