utc_now_ticks; elapsed; selected
636967168260967335; 4380; 1719
636967168269977421; 5281; 1921
636967168314617059; 9745; 3525
636967168322845060; 10568; 3995
636967168351374606; 13421; 6409
636967168359704895; 14254; 6501
636967168371268596; 15410; 6839
636967168380926220; 16376; 7016
636967168386815587; 16964; 8990
636967168393019221; 17585; 9076
